,Hotel_Names,Staff_Rating,Facilities_Rating,Cleanliness_Rating,Comfort_Rating,Value_For_Money_Rating,Location_Rating,Free_WiFi_Rating,Final_Grade
2644,isrotel-lagoona-all-inclusive,9.2,8.6,8.9,8.9,8.6,9.4,8.9,8.7
2645,pnynt-hdql,9.7,9.7,9.9,9.6,9.7,9.3,10,9.2
2646,luxury-duplex-with-private-pool,0,0,0,0,0,0,0,10
2647,clubhotel-eilat,8.7,8.5,8.4,8.5,8.4,9.1,7.6,8.3
2648,vista,0,0,0,0,0,0,0,8.4
2649,west-ashdod-botique,8.6,8,8.7,8.8,7.8,9.2,8.6,8.3
2650,hostel-in-eilat,7.3,6.6,7.3,6.8,7.3,7.8,7.5,6.7
2651,spice-route-quarter-inn,9.2,7.8,8.3,7.8,8.1,8.9,9.1,8.1
2652,red-sea,7.1,5.9,6.3,6.2,6.6,7.5,6.8,5.8
2653,leonardo-dead-sea-ex-sheraton-moriah-classic-dead-sea,7.7,7.3,6.9,7.2,6.8,7.2,7.5,7
2654,apartament-lev-eilat,9.3,8.7,9.3,9.1,9.6,8.8,9.4,8.9
2655,unique-ashdod,9.3,8.4,9,8.9,8.6,7.4,7.5,8.6
2656,igloo-tranqulo,0,0,0,0,0,0,0,5.3
2657,villa-kibel,10,9.4,9.8,9.5,9.7,9,9.4,9.6
2658,isrotel-king-solomon,8.6,8.4,8.5,8.5,7.9,9,8.4,8.3
2659,beresheet-by-isrotel-exclusive-collection,9,9,9.2,9.1,7.8,9.4,9.1,8.8
2660,dimona-wild-view,0,0,0,0,0,0,0,9
2661,blago-apartmen,9.4,8.9,9.5,9.1,9.4,8.2,8.6,9
2662,apartament-lev-eilat-eilat,9.1,8.5,8.9,8.8,8.9,8.5,10,8.7
2663,castel-ashkelon,9.2,8.4,8.7,8.7,8.9,9.2,9.6,8.8
2664,isrotel-yam-suf,8.7,8.5,8.7,8.7,8.2,8.7,9.2,8.5
2665,pierre,8.1,6.6,7.1,7,7.3,7.1,7.4,6.8
2666,ahla-plus,9.1,8.8,9.2,8.8,9.1,8.6,8.9,8.8
2667,svyth-blb-hmdbr,9,9,9.5,8.9,9.1,9,9.2,9
2668,the-birdwatchers-nest,9.3,9.2,9.4,9.4,9.4,9.7,7.5,9.5
2669,david-dead-sea-resort-spa,7.3,7.5,7,7.6,6.7,8,6.7,7.2
2670,x-xx-xx-c-xxx,0,0,0,0,0,0,0,9.3
2671,svr-lh-mr,9.5,8.5,8.8,8.8,8.5,9.4,8.8,8.7
2672,leonardo-plaza-ashdod,7.5,7,7.2,7.4,6.5,8,8,6.9
2673,marts-hideaway,8.5,6.2,5.1,6,7.5,7.6,7.5,6
2674,turquoise-apartment,9.8,9.6,9.7,9.7,9.3,8.7,8.9,9.4
2675,ahla-plus,9.1,8.8,9.2,8.8,9.1,8.6,8.9,8.8
2676,svyth-blb-hmdbr,9,9,9.5,8.9,9.1,9,9.2,9
2677,the-birdwatchers-nest,9.3,9.2,9.4,9.4,9.4,9.7,7.5,9.5
2678,david-dead-sea-resort-spa,7.3,7.5,7,7.6,6.7,8,6.7,7.2
2679,x-xx-xx-c-xxx,0,0,0,0,0,0,0,9.3
2680,svr-lh-mr,9.5,8.5,8.8,8.8,8.5,9.4,8.8,8.7
2681,leonardo-plaza-ashdod,7.5,7,7.2,7.4,6.5,8,8,6.9
2682,marts-hideaway,8.5,6.2,5.1,6,7.5,7.6,7.5,6
2683,turquoise-apartment,9.8,9.6,9.7,9.7,9.3,8.7,8.9,9.4
2684,eilat-queen-of-sheba,8.6,8.4,8.6,8.7,7.9,9.4,8.6,8.3
2685,somewhere-zimmers-in-the-arava,0,0,0,0,0,0,0,9.2
2686,isrotel-ganim-dead-sea,8.2,8,8.3,8.3,7.4,8.8,8.4,8
2687,ein-gedi-nature-lodge,8.8,8,7.7,7.9,7.7,9.1,7.9,8.2
2688,tsymr-lmvg-byt-hrkhh,7.9,6.2,6.3,6.5,7,7.1,10,6.2
2689,ashel-mansion-boutiqe,8.8,8.6,9,8.9,8.5,8.2,9.3,8.5
2690,spat-ashdod,7.2,6.1,6.9,6.6,5.9,7.4,6.4,6.2
2691,mlvn-hngb-the-negev,0,0,0,0,0,0,0,8.7
2692,amazig-location-at-eden-39-s-place,0,0,0,0,0,0,0,8.9
2693,tulip-inn-dead-sea,7.3,6.3,6.6,6.6,6.5,7.2,7.5,6.3
2694,isrotel-royal-garden,8.6,8.5,8.7,8.7,8.1,9.2,8.6,8.5
2695,gvldn-tvvr,6.6,4.3,4.8,5.1,5.4,6.4,5.3,4.6
2696,villa-laguna-eilat,8.9,8.1,8.7,8.5,8.6,8.7,7.7,8.4
2697,regina-goren,8.5,6.6,7.4,7.3,7.2,8.8,7.9,7.2
2698,la-finca-luxury-suites-hpynqh,8.8,8.8,9.4,9.3,8.9,8.9,9.6,8.9
2699,ramon-mitzpe-ramon,8.7,7.4,8.2,8,7.4,8.6,8.1,7.7
2700,new-studio-in-soroka-hospital-area,0,0,0,0,0,0,0,8.4
2701,rachel-39-s-luxury-studio,9.7,9.3,9.7,9.3,9.3,9,9.2,9.3
2702,tsymr-mdbry,0,0,0,0,0,0,0,9.4
2703,royal-park-eilat1,9.8,9.3,9.6,9.6,9.6,9.6,8.5,9.4
2704,lotus-turtle-garden-eilat,0,0,0,0,0,0,0,8.8
2705,byt-blb-mdbr-little-house-in-the-desert,9.9,9.6,9.8,9.6,9.8,9.8,10,9.6
2706,35-yph-nvp,0,0,0,0,0,0,0,8.1
2707,svvyth-yvqrh,9.5,9.1,9.6,9.4,9.3,8.4,6.2,9.2
2708,carmona-39-s-patio,9.9,9.3,9.8,9.6,9.5,8.4,10,9.5
2709,sun-and-view,8.3,7.6,8.1,8,8.1,8.2,7.3,7.8
2710,via-arad-apartments,9.3,9.2,9.8,9.3,9.5,9.1,7.5,9.2
2711,askelon-bay-and-port-appartment,9.1,8.5,8.9,8.6,8,9.7,8.8,8.7
2712,designer-studio-apartment-sheshet-hayamim-st,9.3,8.8,8.8,8.8,8.7,8.5,5,8.6
2713,magic-sunrise-club,9,9,8.9,8.9,8.5,8.3,8.4,8.8
2714,marianne-garden-apartment,9,8.5,8.7,8.4,8.4,7.8,9.2,8.5
2715,leonardo-plaza-dead-sea,8.3,8,8.1,8.2,7.2,8.7,7.7,8
2716,asher-39-s-and-eliran-39-s-apartment,8.5,7.5,7.7,7.6,7.7,7.5,8,7.5
2717,c-standart,8.4,7.9,8.1,8.3,8.2,8.7,9.1,8.1
2718,sea-of-love-ylt,0,0,0,0,0,0,0,0
2719,wow-apartmets,6.8,6.1,6.6,5.5,6,7.5,5,5.8
2720,naot-farm,0,0,0,0,0,0,0,9.1
2721,premium-comfort-private,0,0,0,0,0,0,0,8.3
2722,sweethome26-new-beautiful-apt,9.1,8.1,8.7,8.5,8.7,8.7,10,8.8
2723,desert-zen-mitzpe-ramon,9.5,9,9.1,9.1,9.2,9.5,10,8.9
2724,tsmkh-br,9.9,9.5,9.9,9.3,9.5,9.7,9.4,9.7
2725,isrotel-royal-beach,9.1,9.1,9.2,9.3,8.5,9.7,9,9.1
2726,green-garden-suite-eilat,0,0,0,0,0,0,0,8.6
2727,north-shore-apartment,9.9,9.6,9.7,9.7,9.8,9.8,10,9.6
2728,prima-music-eilat,8.5,7.5,8,7.8,7.9,8.2,8.1,7.8
2729,khvvt-yn-gdy-ein-gedi-farm,9.3,7.9,8.3,8.1,7.9,9.1,6.9,8.4
2730,desert-rose-apartment,9.8,9.8,10,9.7,9.9,9.8,2.5,9.8
2731,sweet-home-only-7-min-walk-to-the-beach,9.2,8.8,9.4,8.8,8.9,8.4,8.8,8.8
2732,yehelim-boutique,9.9,9.4,9.8,9.6,9,9.4,8.8,9.5
2733,noa-39-s-place-eilat,9.8,9.7,9.7,9.6,9.6,9.5,6.2,9.5
2734,alfasi-guest-house,0,0,0,0,0,0,0,9.6
2735,nice-2-room-near-beach-n1,9.2,8.9,9.2,8.9,9.1,9.2,9.5,9
2736,now-vx,9.6,9,9.2,9.2,8.8,9.2,6.2,9
2737,chen-in-ezuz,9,8.8,9.2,9.1,8,9.5,10,8.8
2738,zimmer-boutique-adela,0,0,0,0,0,0,0,9.8
2739,ein-gedi-caravan-by-dory-caravan,0,0,0,0,0,0,0,9.1
2740,merav-place-ylt,9.7,9.1,9.6,9,9.2,8.8,5,8.9
2741,city-suites,7.6,7.3,7.3,7.3,7.8,8.2,7.1,7.2
2742,br-vrh-br-vrh,0,0,0,0,0,0,0,8.7
2743,hpynh-shl-pvlh,9.8,8.6,9.5,9,9.2,9.4,8.8,9.1
2744,tsymr-mvl-hshqy-h,0,0,0,0,0,0,0,8.5
2745,hmrtp-hsvdy-vhmvshq,6.3,5.5,5.7,5.8,5.7,7,5.3,5.1
2746,alaluf-sweet-home,0,0,0,0,0,0,0,8.3
2747,ykhydt-nvpsh-mhmmt-bylt,9.5,8.6,9.5,8.9,9,8.8,8.8,8.9
2748,svita-milany,0,0,0,0,0,0,0,9
2749,tamar-39-s-house,9.6,9,9.4,9,8.8,9.1,8.8,9
2750,ykhydt-nvpsh-mhmmt-bylt,9.5,8.6,9.5,8.9,9,8.8,8.8,8.9
2751,svita-milany,0,0,0,0,0,0,0,9
2752,tamar-39-s-house,9.6,9,9.4,9,8.8,9.1,8.8,9
2753,lev-eilat-jordan-apartment,8.7,8.4,8.3,8.6,8.6,8.4,8.8,8.3
2754,olala-desert-shades,7.8,7.9,8.5,8.4,7.4,7.8,6.9,7.7
2755,ben-gurion-rental-apartments,9.3,9,9.3,9.3,8.7,8.5,9,8.9
2756,hbyt-shl-y-l-prn,0,0,0,0,0,0,0,8.8
2757,angel-39-s-place,9.6,9,9.3,9.1,9.1,9.2,9.4,9.2
2758,beautiful-3-bedroom-apartment,8.6,7.6,7.9,8.2,8.3,8.3,10,7.8
2759,sunshine-suite-boutique-only-5-min-walk-to-the-beach,9.5,8.9,9.2,8.9,9.1,8.7,8.8,8.9
2760,sunrise-apartment,0,0,0,0,0,0,0,9.6
2761,negevibe,9.9,9.8,10,9.9,9.9,9.8,10,9.9
2762,vylh-grdnyh,9.9,9.6,9.8,9.8,8.9,9.5,8.8,9.5
2763,mlvn-shl,9,7.7,8.3,8.2,8.2,8.3,8.4,8
2764,cozy-room-mitzpe-ramon,0,0,0,0,0,0,0,8.3
2765,ibike,9.6,8.9,9.3,9.4,8.8,9.3,8.9,9
2766,desert-pearl-holiday-home,9.5,8.5,9.3,8.9,9.1,9.1,8,8.8
2767,melony-apartment-mlvny-dyrvt-nvpsh,9.8,9.6,9.9,9.6,9.6,8.2,10,9.6
2768,eden-suite,9.5,8.6,8.8,9,9,9,8,8.8
2769,vylh-shpr,9.2,8.8,9.1,9,9,8.5,9,8.8
2770,eleni-apartment-eilat,9.6,9.3,9.6,9.3,9.5,8.7,9.2,9.3
2771,naama-rooms-for-rent,0,0,0,0,0,0,0,6.7
2772,ein-gedi,8.3,8,8.2,8.2,7.2,8.9,8.1,8.1
2773,nice-studio-for-2-pers-with-garden-swimming-pool-300-meters-from-the-beach,9.3,7.9,8.6,8.2,8.3,8.2,5,8.3
2774,haclil-18,9.8,9.8,9.9,9.9,9.8,9.4,7.5,9.7
2775,golden-tulip-club-eilat,8.8,8.3,8.3,8.4,8,8.4,8.3,8.2
2776,mqvm-bshlvvh-lhtkhbr-ldbrym-hpshvtym-makonbeshava,0,0,0,0,0,0,0,9.1
2777,desert-boho-vacation,0,0,0,0,0,0,0,9.1
2778,the-dream-compound-by-biankini,7.1,6.6,6.6,6.8,6.2,8.4,5.7,6.8
2779,nvpsh-ylt-l-hgl,9.3,8.3,9.3,8.8,8.8,8.4,10,8.7
2780,pnthvz-nshyvty,10,9.8,9.9,9.8,9.6,9,10,9.8
2781,pnynh-blb-ylt,0,0,0,0,0,0,0,8.9
2782,neve-zohar-guest-house,0,0,0,0,0,0,0,6.7
2783,gn-dn-bmdbr,9.6,8.5,8.6,8.5,8.7,9,9.3,8.6
2784,dql-dvm-b-rbh,9.7,9.1,9.7,9.2,9.3,9.1,10,9.3
2785,eilat-center-7-min-from-the-beach,9.1,8.8,8.7,8.6,8.6,8.1,8.4,8.6
2786,amir-nofashim,9.6,8.8,9.2,9.1,8.9,8.8,8.8,8.9
2787,daniel-dead-sea,7.8,7.5,7.3,7.7,6.9,8.5,7.8,7.4
2788,house-by-the-beach-ylt,9.9,9.7,9.8,9.7,9.7,9.7,9.4,9.6
2789,hawaii-luxury-suites,9.5,9.1,9.2,9.2,9.2,9,8.4,9.2
2790,new-studio-in-soroka-hospital-area,0,0,0,0,0,0,0,8.4
2791,rachel-39-s-luxury-studio,9.7,9.3,9.7,9.3,9.3,9,9.2,9.3
2792,tsymr-mdbry,0,0,0,0,0,0,0,9.4
2793,royal-park-eilat1,9.8,9.3,9.6,9.6,9.6,9.6,8.5,9.4
2794,lotus-turtle-garden-eilat,0,0,0,0,0,0,0,8.8
2795,byt-blb-mdbr-little-house-in-the-desert,9.9,9.6,9.8,9.6,9.8,9.8,10,9.6
2796,svvyth-yvqrh,9.5,9.1,9.6,9.4,9.3,8.4,6.2,9.2
2797,carmona-39-s-patio,9.9,9.3,9.8,9.6,9.5,8.4,10,9.5
2798,sun-and-view,8.3,7.6,8.1,8,8.1,8.2,7.3,7.8
2799,via-arad-apartments,9.3,9.2,9.8,9.3,9.5,9.1,7.5,9.2
2800,designer-studio-apartment-sheshet-hayamim-st,9.3,8.8,8.8,8.8,8.7,8.5,5,8.6
2801,marianne-garden-apartment,9,8.5,8.7,8.4,8.4,7.8,9.2,8.5
2802,asher-39-s-and-eliran-39-s-apartment,8.5,7.5,7.7,7.6,7.7,7.5,8,7.5
2803,c-standart,8.4,7.9,8.1,8.3,8.2,8.7,9.1,8.1
2804,sea-of-love-ylt,0,0,0,0,0,0,0,0
2805,wow-apartmets,6.8,6.1,6.6,5.5,6,7.5,5,5.8
2806,premium-comfort-private,0,0,0,0,0,0,0,8.3
2807,desert-zen-mitzpe-ramon,9.5,9,9.1,9.1,9.2,9.5,10,8.9
2808,tsmkh-br,9.9,9.5,9.9,9.3,9.5,9.7,9.4,9.7
2809,apartment-in-the-villa-la-bella-hana,0,0,0,0,0,0,0,0
2810,beni-apt,9.4,8.1,8.4,8.2,8.8,9.4,10,8.4
2811,appartamenty-u-eleny,8.5,7.7,8.1,7.9,8,6.9,9,7.6
2812,pura-vida,8.8,8,7.9,8.1,8,8,6.9,7.9
2813,lev-eilat-deluxe,9,8.1,8.3,8.3,8.6,8.8,7.5,8.4
2814,dyrt-hmshpkhh,0,0,0,0,0,0,0,7
2815,marilyn-studio-ylt,0,0,0,0,0,0,0,8.3
2816,anns-place-be-39-er-sheva,8.8,8.2,8.8,8.4,8.1,7.3,9.3,8
2817,shoham-garden,9.6,9.4,9.3,9.6,9.6,9.7,10,9.3
2818,the-lowest-place-in-the-world-neot-hakikar,9.5,8.3,8.8,8.6,8.6,8.2,9.2,8.5
2819,rg-ym-bmdbr,9,8.7,8.9,8.7,8.1,8.8,8.9,8.5
2820,dyrt-ym-svp,9.4,9.1,9.5,9.2,9.1,8.3,9.5,9.1
2821,eilat-red-sea-luxury-apartments,8.8,8.3,8.9,8.5,7.9,7.7,9.2,8.3
2822,eilat-inn-apartments,8.2,7.4,7.5,7.5,8,8.1,6.7,7.6
2823,white-butterflies-apartment,0,0,0,0,0,0,0,8.5
2824,rvyl-prq-ylt-luxury-vip-apartment,9.4,8.9,8.7,9,9.1,9,8.9,9.1
2825,mtvq-bmts-hmdbr,9.9,9.9,10,9.9,10,9.1,10,9.8
2826,bel-appartement-dans-residence-avec-piscine,9.4,9.6,9.5,9.5,9.1,9.1,10,9.3
2827,an-angels-suite,0,0,0,0,0,0,0,9.3
2828,martini,9.8,9.3,9.6,9.5,9.3,9.3,9.6,9.3
2829,royal-hotel-dead-sea,6.1,5.8,5.8,6.2,5.1,7.7,3,5.6
2830,milos,7.9,8.2,8,8.2,7.1,9.1,8.3,7.9
2831,adwan-apartments,8.3,8,8.9,8.2,8.5,8.6,8.1,7.7
2832,mountain-shadow,9.4,7.8,9.1,8.7,8.4,8.3,8.8,8.4
2833,eilat-unique-one-bedroom-eilot-st,0,0,0,0,0,0,0,8.2
2834,modern-amp-quiet-place,9.5,9.6,9.8,9.7,9.4,8.9,9.4,9.6
2835,svvytt-vrl,0,0,0,0,0,0,0,9.3
2836,skyline-eco-camp-qv-qmp-qv-hnvp,0,0,0,0,0,0,0,7.3
2837,luxury-in-royal-park,9.3,9,8.9,9,8.8,9.4,9.3,8.9
2838,klil-hacoresh-vacation,9.8,9.7,9.8,9.8,9.9,8.9,8.8,9.9
2839,nrqys-ylt-ylt,7.1,6.9,7.3,7,7,6.1,10,6.1
2840,luxury-vacation-house,9.4,9.3,9.5,9.3,9.2,8.9,10,9.3
2841,dnvs,0,0,0,0,0,0,0,9.4
2842,beatrice-hospitality,9.2,7.8,8.6,8.2,7.6,8.1,10,8.1
2843,blue-lagoon-holiday-home,10,9.4,9.5,9.5,9.2,9.3,8.8,9.6
2844,lev-eilat-suites,8.3,6.8,7.2,7.2,7.2,8.2,8.5,7.2
2845,studio-fortune,0,0,0,0,0,0,0,8.9
2846,staceys-stylish-studio,9.9,9.7,10,9.8,9.6,8.8,10,9.6
2847,rubin-apartment,0,0,0,0,0,0,0,7.8
2848,nuni-and-nuna-ykhydt-yrvkh-bdrvm,0,0,0,0,0,0,0,0
2849,red-sea-garden-apartment,9.4,8.6,8.9,8.6,8.8,8.2,10,8.6
2850,nrqys-ylt-ylt,7.1,6.9,7.3,7,7,6.1,10,6.1
2851,luxury-vacation-house,9.4,9.3,9.5,9.3,9.2,8.9,10,9.3
2852,dnvs,0,0,0,0,0,0,0,9.4
2853,beatrice-hospitality,9.2,7.8,8.6,8.2,7.6,8.1,10,8.1
2854,blue-lagoon-holiday-home,10,9.4,9.5,9.5,9.2,9.3,8.8,9.6
2855,lev-eilat-suites,8.3,6.8,7.2,7.2,7.2,8.2,8.5,7.2
2856,studio-fortune,0,0,0,0,0,0,0,8.9
2857,staceys-stylish-studio,9.9,9.7,10,9.8,9.6,8.8,10,9.6
2858,rubin-apartment,0,0,0,0,0,0,0,7.8
2859,nuni-and-nuna-ykhydt-yrvkh-bdrvm,0,0,0,0,0,0,0,0
2860,red-sea-garden-apartment,9.4,8.6,8.9,8.6,8.8,8.2,10,8.6
2861,svvytvt-yn-hshmsh-eye-sun,9.9,8.8,9.6,9.4,9.6,9.2,5,9.4
2862,vr-gny,9.6,8.5,8.6,8.5,8.6,8.7,10,8.7
2863,ester-39-s-place,0,0,0,0,0,0,0,9.7
2864,best-beautiful-private,8.3,8,8.4,8.1,8.3,7.6,6.9,7.7
2865,cosy-2-rooms-unit-with-a-private-garden-eilat1,9.5,8.2,9.3,8.5,8.8,7.8,9.5,8.5
2866,marvin-39-s-place,10,9.8,10,9.7,9.8,9.6,6.2,9.7
2867,eilat-view-of-the-gulf-of-eilat-new-apartment,9.5,9.3,9.3,9,9.5,8.3,10,9.2
2868,bergers-apartment,9.8,9.6,9.5,9.6,9.7,8.7,9.2,9.4
2869,shahal-apartments,8.1,7.7,8.3,8.2,8.2,8.4,9.5,8
2870,skyline,8.5,8.1,8.6,8.4,8.2,8.9,7.5,8.3
2871,vpq-bmdbr,0,0,0,0,0,0,0,8.7
2872,lev-eilat-apartments,9.3,8.1,8,8.5,8.2,8.9,8.6,8.2
2873,zvs-myny-pnthvz,10,9.7,9.7,9.6,9.7,9.4,10,9.6
2874,designer-one-bed-room-sheshet-hayamim-st,0,0,0,0,0,0,0,8.4
2875,dom-na-kolesakh-karavan,0,0,0,0,0,0,0,8.5
2876,the-rosen-39-s-place-eilat,9.9,9.1,9.5,9.3,9.7,8.6,9.6,9.4
2877,house-of-art,9.9,9.5,9.9,9.8,9.6,9.7,10,9.7
2878,khvpshh-bkyyp,0,0,0,0,0,0,0,9
2879,dalia-39-s-place,9.3,8.2,9.2,8.3,8.3,8.2,7.5,8.3
2880,sweet-inn,8.8,8.3,8.7,8.8,8.7,9,7.5,8.6
2881,arad-lodge,7.3,6.7,6.4,6.8,6.9,7.7,7.7,6.7
2882,valeria,7.9,6.7,7.5,6.6,7.3,7.3,10,6.4
2883,kink-studio,0,0,0,0,0,0,0,10
2884,rg-mpnq-pleasure-moment,0,0,0,0,0,0,0,9
2885,esterin-39-s-house,8.8,8.5,8.8,8.6,8.3,9,6.5,8.5
2886,amazing-1br-at-the-prestigious-palamora-yalarent,9.4,8.6,8.9,9.1,8.7,9.6,10,8.9
2887,crowne-plaza-dead-sea,8.3,8.1,8.4,8.5,7.5,9.4,8.2,8.2
2888,orel-39-s-ground-floor-apartment,0,0,0,0,0,0,0,8.7
2889,sea-view-apartment-7-min-from-the-beach,9.1,8.6,8.9,8.9,8.3,8.3,9.2,8.9
2890,family-holidays-in-eilat-3404,9,8.5,8.4,8.7,9,8.9,10,8.4
2891,reef-39-s-place,9.9,8.8,9.9,9.4,9,9,10,9.2
2892,niran-s-place,0,0,0,0,0,0,0,5.4
2893,beer-sheva-old-town-apartments-by-master,9.3,9.3,9.3,9.4,9,9.2,7.5,9.2
2894,nofesh-in-eilat,9.6,9.2,9.8,9.5,9.6,8.9,8.3,9.4
2895,apartment-5-minutes-from-the-sea,8.9,7.9,8.6,8.2,8.2,9.3,10,8.4
2896,penthouse-de-luxe,9.3,8.7,8.1,8.8,8.8,8.8,10,8.7
2897,almog-suite-7-minutes-walk-from-the-beach,9.7,9.3,9.5,9,9.1,9.2,9.5,9.3
2898,desert-view-apartment,10,9.8,10,9.5,9.9,10,10,9.9
2899,myrb-hyvpy,0,0,0,0,0,0,0,9.4
2900,sea-view-apartment-7-min-from-the-beach,9.1,8.6,8.9,8.9,8.3,8.3,9.2,8.9
2901,family-holidays-in-eilat-3404,9,8.5,8.4,8.7,9,8.9,10,8.4
2902,reef-39-s-place,9.9,8.8,9.9,9.4,9,9,10,9.2
2903,niran-s-place,0,0,0,0,0,0,0,5.4
2904,nofesh-in-eilat,9.6,9.2,9.8,9.5,9.6,8.9,8.3,9.4
2905,apartment-5-minutes-from-the-sea,8.9,7.9,8.6,8.2,8.2,9.3,10,8.4
2906,penthouse-de-luxe,9.3,8.7,8.1,8.8,8.8,8.8,10,8.7
2907,almog-suite-7-minutes-walk-from-the-beach,9.7,9.3,9.5,9,9.1,9.2,9.5,9.3
2908,desert-view-apartment,10,9.8,10,9.5,9.9,10,10,9.9
2909,myrb-hyvpy,0,0,0,0,0,0,0,9.4
2910,exclusif-penthouse-with-private-pool-eilat,0,0,0,0,0,0,0,9.4
2911,crater-zen,0,0,0,0,0,0,0,9.3
2912,second-floor-yrvkh-byrvkhm,0,0,0,0,0,0,0,9.6
2913,local-apartment,9.8,8.9,9.4,9.2,9.1,8.6,10,9
2914,vacation-caravan,0,0,0,0,0,0,0,8.9
2915,hbyt-shl-drvry,9.3,7.9,8.7,8.3,8.3,8.3,9,8.2
2916,tsymr-tsyn,0,0,0,0,0,0,0,10
2917,lagoon-suite,0,0,0,0,0,0,0,8.7
2918,angels,9.7,9.5,9.7,9.8,9.3,8.8,8.8,9.3
2919,eilat-new-apartment,9.5,8.8,9.3,8.6,9,6.8,7.5,8.6
2920,arad-odem-apartments,7.3,6.9,7,7,7.1,7.7,6.6,6.8
2921,vhl-lvt-arad1,9.7,9,9.5,9.5,9.3,9.1,10,9.4
2922,designer-vacation-apartment-lilit-st,0,0,0,0,0,0,0,8.6
2923,studio-maya,9.7,8.8,9.3,8.7,9,8.1,10,8.8
2924,123eilat,0,0,0,0,0,0,0,8.6
2925,two-bedroom-apartment-with-patio-and-pool,0,0,0,0,0,0,0,8.6
2926,beautiful-2-bedroom-garden-apartment,0,0,0,0,0,0,0,7.7
2927,yrvkh-bgy,9.6,8.9,9.4,8.8,8.9,9.1,10,9.1
2928,duplex-on-the-beach-ashdod,9.3,8.6,9.3,9.1,8,9.8,8.8,9
2929,nly-ykhydt-dyvr,9.8,9,9.5,8.9,9.3,8.2,9.2,9.1
2930,agat-s-place,0,0,0,0,0,0,0,6
2931,kyyp-ly-bmrtsynv,0,0,0,0,0,0,0,9.3
2932,the-suite,9.9,9.9,10,9.8,9.7,9.6,10,9.9
2933,vered-39-s-zimmer,7.4,6.7,6.7,6.8,6.8,7.4,9.4,6.8
2934,blago-home-ofir-3,0,0,0,0,0,0,0,7.7
2935,isrotel-dead-sea,8.3,8.4,8.5,8.5,7.5,8.8,8.7,8.3
2936,hqsm-shl-nv-m,0,0,0,0,0,0,0,8.4
2937,a-secret-oasis,10,9.9,9.9,9.8,9.7,8.9,8.8,9.7
2938,fredi-house-ylt,0,0,0,0,0,0,0,6.3
2939,royal-park-eilat-dirot-nofech,8.7,8.3,8.2,8.2,7.8,8.8,7.8,8.2
2940,see-amp-sun,9.5,8.7,9.6,9.3,8.9,9.1,9.2,9
2941,royal-eilat,0,0,0,0,0,0,0,9.3
2942,l-hvdy-tsymr-bmdbr,0,0,0,0,0,0,0,9.4
2943,alona,0,0,0,0,0,0,0,9.6
2944,dream-suite,9.9,9.7,9.8,9.8,9.6,8.9,9.4,9.6
2945,mori-house-whitney-suite,0,0,0,0,0,0,0,9.4
2946,dyrt-nvpsh-qsvmh-bylt,0,0,0,0,0,0,0,8.4
2947,house-efroni,8.9,7.7,8.1,7.9,8.2,7.8,8.1,7.8
2948,inspired-by-stars,9.8,9.6,9.7,9.5,9.3,9.6,10,9.2
2949,vamos-eilat-mexico,0,0,0,0,0,0,0,10
2950,sunshine-suites-by-the-sea-eilat,8.3,9,8.2,8.7,8.7,9.3,2.5,8.8
2951,neve-zohar-dead-sea,7.8,6.9,7.3,7.3,7.3,7.8,8.2,7.1
2952,neptune-eilat-eilat,0,0,0,0,0,0,0,9.3
2953,olimpos-eilat,9.7,9.1,8.9,8.7,8.9,9,10,8.9
2954,svvytt-r-vt-reut-suite-ylt,0,0,0,0,0,0,0,6.6
2955,hbyt-hkhvm,0,0,0,0,0,0,0,8.5
2956,amdar-luxury-apart-residence,7.7,7.9,8.1,8.3,8.3,8.8,3.8,8
2957,dyrt-nvpsh-khvshn,0,0,0,0,0,0,0,9.7
2958,tali-s-place,0,0,0,0,0,0,0,6.9
2959,zimmer-eilat,9.7,9.7,10,9.8,9.5,8.8,10,9.7
2960,eden-39-s-sweet-place,9.8,8.8,9.6,9.1,8.5,8.7,10,8.9
2961,sun-and-view-suites,9,8.9,9,8.9,9.1,8.1,10,8.9
2962,dream-in-the-desert,9.8,9.5,9.9,9.6,9.8,9.5,10,9.4
2963,best-location-in-town,9.5,8.9,8.9,8.8,9,8.2,10,8.7
2964,haverim-ba-lagouna-amazing-duplex-3br-front-sea,0,0,0,0,0,0,0,8.2
2965,dead-sea-rooms-apartments,7.2,6.2,6.2,6.7,6.5,7.4,8.3,6.5
2966,tsymr-lylynh,7.8,6.9,6.9,8.3,7.5,6.7,5,7
2967,pool-terrace-view,9.8,9,9.1,9.3,9.2,9.1,10,9.1
2968,nevezohar,9.6,8.7,9.1,8.9,8.4,8.9,8.8,8.9
2969,shlvvh-drvmyt-yrvkhm12,9.1,9.3,9.6,9.4,8.8,8.8,6.2,8.9
2970,dyrh-qsvmh-l-shpt-hbrykh,9.8,9.3,9.1,9.1,9.4,9.6,8.8,9.3
2971,pearl-by-the-sea,0,0,0,0,0,0,0,7
2972,roni-s-place-next-to-soroka-and-bgu,8.9,8.8,9.1,9.4,8.6,9,8.5,8.7
2973,coral-suite,9.8,9.3,9.5,9.5,9.3,8.7,10,9.4
2974,villa-elie,9.2,9,9.4,8.4,8.7,9.3,5,9.1
2975,villa-elie,9.2,9,9.4,8.4,8.7,9.3,5,9.1
